team,gymnast,roster2015,roster2016,roster2017,roster2018,roster2019,roster2020,roster2021,roster2022,roster2023,roster2024
Eastern Michigan,Mickayla Stuckey,,,,,,1,1,1,1,
Eastern Michigan,Karalyn Roberts,,,,,,1,1,1,,
Eastern Michigan,Hannah Hartung,,,,,,1,,,1,
Eastern Michigan,Arileyah Harris,,,,,,1,,,,
Eastern Michigan,Raisa Boris,,,,,,,1,1,1,1
Eastern Michigan,Anna Grace McCullough,,,,,,,1,1,1,1
Eastern Michigan,Hadyn Crossen,,,,,,,1,1,1,
Eastern Michigan,Cassie Bergin,,,,,,,,1,1,1
Eastern Michigan,Ella Chemotti,,,,,,,,1,1,1
Eastern Michigan,Alana Fisher,,,,,,,,1,1,1
Eastern Michigan,Jordan Jankowski,,,,,,,,1,1,1
Eastern Michigan,Emma Lewis,,,,,,,,1,1,1
Eastern Michigan,Gianna Antonio,,,,,,,,1,,
Eastern Michigan,Mayleigh Vanderbeek,,,,,,,,1,,
Eastern Michigan,Priya Karle,,,,,,,,,1,1
Eastern Michigan,Kyrie Lowe,,,,,,,,,1,1
Eastern Michigan,Trinity Macy,,,,,,,,,1,1
Eastern Michigan,Sophia Rios,,,,,,,,,1,
Eastern Michigan,Abby Brushwood,,,,,,,,,,1
Eastern Michigan,Katie Butler,,,,,,,,,,1
Eastern Michigan,Gwendelyn Cantu,,,,,,,,,,1
Eastern Michigan,Katin Childress,,,,,,,,,,1
Eastern Michigan,Genae Daniel,,,,,,,,,,1
Eastern Michigan,Brooke Maycroft,,,,,,,,,,1
Eastern Michigan,Jacquelyn Patterson,,,,,,,,,,1
Fisk,Zanna Brewer,,,,,,,,,1,1
Fisk,Zyia Coleman,,,,,,,,,1,1
Fisk,Jordynn Cromartie,,,,,,,,,1,1
Fisk,Breyana Daniels,,,,,,,,,1,1
Fisk,Kaylei McDonald,,,,,,,,,1,1
Fisk,Liberty Mora,,,,,,,,,1,1
Fisk,Naimah Muhammad,,,,,,,,,1,1
Fisk,Morgan Price,,,,,,,,,1,1
Fisk,Aliyah Reed-Hammon,,,,,,,,,1,1
Fisk,Kiara Richmon,,,,,,,,,1,1
Fisk,Alyssa Wiggins,,,,,,,,,1,1
Fisk,Hailey Clark,,,,,,,,,1,
Fisk,Leeiah Davis,,,,,,,,,1,
Fisk,HyCei White,,,,,,,,,1,
Fisk,Madison Baucom,,,,,,,,,,1
Fisk,Lizzie Moore,,,,,,,,,,1
Fisk,Jada Reece,,,,,,,,,,1
Fisk,Ciniah Rosby,,,,,,,,,,1
Fisk,Kiana Session,,,,,,,,,,1
Fisk,Sydney Smith (Fisk),,,,,,,,,,1
Fisk,Aniyah Taylor,,,,,,,,,,1
Florida,Kennedy Baker,1,1,1,1,,,,,,
Florida,Grace McLaughlin,1,1,1,1,,,,,,
Florida,Alex McMurtry,1,1,1,1,,,,,,
Florida,Bridgette Caquatto,1,1,,,,,,,,
Florida,Bianca Dancose-Giambattisto,1,1,,,,,,,,
Florida,Ericha Fassbender,1,1,,,,,,,,
Florida,Bridget Sloan,1,1,,,,,,,,
Florida,Claire Boyce,1,,1,,,,,,,
Florida,Kytra Hunter,1,,,,,,,,,
Florida,Rachel Spicer,1,,,,,,,,,
Florida,Kiersten Wang,1,,,,,,,,,
Florida,Alicia Boren,,1,1,1,1,,,,,
Florida,Amanda Cheney,,1,1,1,1,,,,,
Florida,Ashley Hiller,,1,1,,,,,,,
Florida,Peyton Ernst,,1,,,,,,,,
Florida,Sierra Alexander,,,1,1,1,1,,,,
Florida,Rachel Gowey,,,1,1,1,1,,,,
Florida,Amelia Hundley,,,1,1,1,1,,,,
Florida,Maegan Chant,,,1,1,1,,,,,
Florida,Rachel Slocum,,,1,1,,,,,,
Florida,Lacy Dagen,,,1,,,,,,,
Florida,Alyssa Baumann,,,,1,1,1,1,1,,
Florida,Megan Skaggs,,,,1,1,1,1,1,,
Florida,Jazmyn Foberg,,,,1,,1,1,,,
Florida,Nicole Webb,,,,1,,,,,,
Florida,Leah Clapper,,,,,1,1,1,1,1,
Florida,Trinity Thomas,,,,,1,1,1,1,1,
Florida,Nya Reed,,,,,1,1,1,1,,
Florida,Savannah Schoenherr,,,,,1,1,1,1,,
Florida,Sydney Johnson-Scharpf,,,,,1,1,1,,,
Florida,Payton Richards,,,,,,1,1,1,1,1
Florida,Halley Taylor,,,,,,1,1,1,,
Florida,Ellie Lazzari,,,,,,,1,1,1,1
Florida,Gabrielle Gallentine,,,,,,,1,1,,
Florida,Sloane Blakely,,,,,,,,1,1,1
Florida,Bri Edwards,,,,,,,,1,1,1
Florida,Leanne Wong,,,,,,,,1,1,1
Florida,Chloi Clark,,,,,,,,1,1,
Florida,Riley McCusker,,,,,,,,1,1,
Florida,Lori Brubach,,,,,,,,,1,1
Florida,Morgan Hurd,,,,,,,,,1,1
Florida,Victoria Nguyen,,,,,,,,,1,1
Florida,Rachel Baumann,,,,,,,,,1,
Florida,Kayla Dicello,,,,,,,,,1,
Florida,Alyssa Arana,,,,,,,,,,1
Florida,Kaylee Bluffstone,,,,,,,,,,1
Florida,Gabby Disidore,,,,,,,,,,1
Florida,Skylar Draser,,,,,,,,,,1
Florida,Danie Ferris,,,,,,,,,,1
Florida,Anya Pilgrim,,,,,,,,,,1
George Washington,Camille Drouin-Allaire,1,1,1,1,,,,,,
George Washington,Sara Mermelstein,1,1,1,1,,,,,,
George Washington,Elizabeth Pfeiler,1,1,1,1,,,,,,
George Washington,Madeline Seibold,1,1,1,1,,,,,,
George Washington,Jillian Winstanley,1,1,1,1,,,,,,
George Washington,Alex DeMoura,1,1,1,,,,,,,
George Washington,Chelsea Raineri,1,1,1,,,,,,,
George Washington,Taylor Redmond,1,1,,,,,,,,
George Washington,Elena Corcoran,1,,,,,,,,,
George Washington,Jessica Mishlove,1,,,,,,,,,
George Washington,Courtney Willoughby,1,,,,,,,,,
George Washington,Julia McLaughlin,,1,1,1,1,,,,,
George Washington,Alexandra Zois,,1,1,1,1,,,,,
George Washington,Cydney Crasa,,,1,1,1,1,1,,,
George Washington,Brooke Bray,,,1,1,1,,,,,
George Washington,Jenna Horner,,,1,,,,,,,
George Washington,Hannah Cohen,,,,1,1,1,1,,,
George Washington,Rachel Kaplan,,,,1,1,1,1,,,
George Washington,Olivia Norman,,,,1,1,1,1,,,
George Washington,Anna Warhol,,,,1,1,1,1,,,
George Washington,Catherine Karpova,,,,1,1,,,,,
George Washington,Deja Chambliss,,,,,1,1,1,1,1,
George Washington,Olivia Raymond,,,,,1,1,1,1,,
George Washington,Olivia Zona,,,,,1,1,1,1,,
George Washington,Katya Karpova,,,,,1,1,1,,,
George Washington,Simone Banen,,,,,1,1,,1,,
George Washington,Chloe Vitoff,,,,,1,1,,,,
George Washington,Hannah Munnelly,,,,,,1,1,1,1,
George Washington,Katherine Shek,,,,,,1,1,1,,
George Washington,Nora Houseman,,,,,,1,1,,1,
George Washington,Payton Lynch,,,,,,,1,1,1,1
George Washington,Anneliese Silverman,,,,,,,1,1,1,1
George Washington,Kendall Whitman,,,,,,,1,1,1,1
George Washington,Rachel Katz,,,,,,,,1,1,1
George Washington,Marlee York,,,,,,,,1,1,1
George Washington,Sarah Zois,,,,,,,,1,1,1
George Washington,Libby Garfoot,,,,,,,,1,1,
George Washington,Kasey Burke,,,,,,,,,1,1
George Washington,Madi McMullen,,,,,,,,,1,1
George Washington,Deana Sheremeta,,,,,,,,,1,1
George Washington,Kylie Kazmierski,,,,,,,,,1,
George Washington,Gabby Lopez,,,,,,,,,1,
George Washington,Delaney DeHaan,,,,,,,,,,1
George Washington,Brooke Izzo,,,,,,,,,,1
George Washington,Nancy Kiner,,,,,,,,,,1
George Washington,Maya Peters,,,,,,,,,,1
George Washington,Sophia Tyeryar,,,,,,,,,,1
Georgia,Vivi Babalis,1,1,1,1,,,,,,
Georgia,GiGi Marino,1,1,1,1,,,,,,
Georgia,Natalie Vaculik,1,1,1,1,,,,,,
Georgia,Ashlyn Broussard,1,1,1,,,,,,,
Georgia,Morgan Reynolds,1,1,1,,,,,,,
Georgia,Rachel Schick,1,1,1,,,,,,,
Georgia,Mary Beth Box,1,1,,,,,,,,
Georgia,Brandie Jay,1,1,,,,,,,,
Georgia,Brittany Rogers,1,1,,,,,,,,
Georgia,Hayley Sanders,1,,1,1,,,,,,
Georgia,Beth Roberts,1,,1,,,,,,,
Georgia,Kiera Brown,1,,,,,,,,,
Georgia,Chelsea Davis,1,,,,,,,,,
Georgia,Sarah Persinger,1,,,,,,,,,
Georgia,Sydney Snead,,1,1,1,1,,,,,
Georgia,Lauren Johnson,,1,1,1,,,,,,
Georgia,Gracie Cherrey,,1,,,,,,,,
Georgia,Sabrina Vega,,,1,1,1,1,,,,
Georgia,Rachel Dickson,,,1,1,1,,,,,
Georgia,Emily Schild,,,,1,1,1,1,1,,
Georgia,Marissa Oakley,,,,1,1,1,1,,,
Georgia,Jasmine Arnold,,,,1,,,,,,
Georgia,Jordyn Pedersen,,,,1,,,,,,
Georgia,Rachel Baumann,,,,,1,1,1,1,,
Georgia,Rachael Lukacs,,,,,1,1,1,1,,
Georgia,Mikayla Magee,,,,,1,1,1,1,,
Georgia,Alyssa Perez-Lugones,,,,,1,1,1,1,,
Georgia,Megan Roberts,,,,,1,1,1,1,,
Georgia,Abbey Ward,,,,,1,1,1,1,,
Georgia,Alexa Al-Hameed,,,,,1,,,,,
Georgia,Sami Davis,,,,,1,,,,,
Georgia,Amanda Cashman,,,,,,1,1,1,1,1
Georgia,Haley De Jong,,,,,,1,1,1,1,
Georgia,Soraya Hawthorne,,,,,,1,1,1,1,
Georgia,Sterlyn Austin,,,,,,1,1,,,
Georgia,Loulie Hattaway,,,,,,1,,1,,
Georgia,Katie Finnegan,,,,,,,1,1,1,1
Georgia,Victoria Nguyen,,,,,,,1,1,,
Georgia,Sarah Cohen,,,,,,,,1,,
Georgia,Sidney Fitzgerald,,,,,,,,,1,1
Georgia,Naya Howard,,,,,,,,,1,1
Georgia,JaFree Scott,,,,,,,,,1,1
Georgia,Eryn Williams,,,,,,,,,1,1
Georgia,Josie Angeny,,,,,,,,,1,
Georgia,Vanessa Deniz,,,,,,,,,1,
Georgia,Sandra Elsadek,,,,,,,,,1,
Georgia,Maeve Hahn,,,,,,,,,1,
Georgia,Nicole King,,,,,,,,,1,
Georgia,Jacquie Moran,,,,,,,,,1,
Georgia,Jaydah Battle,,,,,,,,,,1
Georgia,Ashlyn LaClair,,,,,,,,,,1
Georgia,Zora Morgan,,,,,,,,,,1
Georgia,Heather Parker,,,,,,,,,,1
Georgia,Lily Smith,,,,,,,,,,1
Georgia,Holly Snyder,,,,,,,,,,1
Georgia,Anya Turner,,,,,,,,,,1
Georgia,Ady Wahl,,,,,,,,,,1
Greenville,Madison Carter,,,,,,,,,1,1
Greenville,Molly Froman,,,,,,,,,1,1
Greenville,Ellery Gilmer,,,,,,,,,1,1
Greenville,Faye Jones,,,,,,,,,1,1
Greenville,Audra Kaiser,,,,,,,,,1,1
Greenville,Rachel Miller,,,,,,,,,1,1
Greenville,Amara Nelson,,,,,,,,,1,1
Greenville,Reagan Rodriguez,,,,,,,,,1,1
Greenville,Alessia Russo,,,,,,,,,1,1
Greenville,Madison Ford,,,,,,,,,1,
Greenville,Sidnei Heubach,,,,,,,,,1,
Greenville,Emily McClung,,,,,,,,,1,
Greenville,Aaliyah Saucedo,,,,,,,,,1,
Greenville,Sienna Blake,,,,,,,,,,1
Greenville,Isabella Feltman,,,,,,,,,,1
Greenville,Ashlie Leage,,,,,,,,,,1
Greenville,Elli Schnieders,,,,,,,,,,1
Greenville,Doree Shelton,,,,,,,,,,1
Greenville,Taylor Templin,,,,,,,,,,1
Greenville,Olivia Tocco,,,,,,,,,,1
Gustavus Adolphus,Emily Anderson (Gustavus Adolphus),1,1,1,1,,,,,,
Gustavus Adolphus,Lauren Kershner,1,1,1,,,,,,,
Gustavus Adolphus,Alexandra Kopp,1,1,1,,,,,,,
Gustavus Adolphus,Jessica Niedermayer,1,1,1,,,,,,,
Gustavus Adolphus,Jamie Niedermayer,1,1,1,,,,,,,
Gustavus Adolphus,Kate Schneider,1,1,,1,,,,,,
Gustavus Adolphus,Rachel Dargis,1,1,,,,,,,,
Gustavus Adolphus,Rachel Thiner,1,1,,,,,,,,
Gustavus Adolphus,Kayln Botzet,1,,,,,,,,,
Gustavus Adolphus,Alyssa Ciatti,1,,,,,,,,,
Gustavus Adolphus,Hilary Sabourin,1,,,,,,,,,
Gustavus Adolphus,Maggie Willis,1,,,,,,,,,
Gustavus Adolphus,Samantha Ardy,,1,1,1,1,,,,,
Gustavus Adolphus,Amanda Malo,,1,1,1,1,,,,,
Gustavus Adolphus,Katy Trunk,,1,1,1,1,,,,,
Gustavus Adolphus,Veronica Vasina,,1,1,1,,,,,,
Gustavus Adolphus,Anna Neeser,,1,,,,,,,,
Gustavus Adolphus,Leah Heilig,,,1,1,1,1,,,,
Gustavus Adolphus,Grace Arnold,,,1,1,1,,,,,
Gustavus Adolphus,Victoria Aycock,,,1,1,1,,,,,
Gustavus Adolphus,Leah Dargis,,,1,1,,,,,,
Gustavus Adolphus,Alyssa Teper,,,,1,1,1,1,,,
Gustavus Adolphus,Samantha Tonjes,,,,1,1,1,,,,
Gustavus Adolphus,Jamie Erdely,,,,1,1,,,,,
Gustavus Adolphus,Annie Gladistch,,,,1,,1,1,,,
Gustavus Adolphus,Lara Aycock,,,,1,,,,,,
Gustavus Adolphus,Kaytlyn Brenneman,,,,1,,,,,,
Gustavus Adolphus,Brooke Merila,,,,,1,1,1,1,,
Gustavus Adolphus,Sophia Redding,,,,,1,1,1,1,,
Gustavus Adolphus,Callie Van Dyck,,,,,1,,,,,
Gustavus Adolphus,Annie Corbett,,,,,,1,1,1,1,
Gustavus Adolphus,Emma Esteb,,,,,,1,1,1,1,
Gustavus Adolphus,Jenna Griffith,,,,,,1,1,1,1,
Gustavus Adolphus,McKenna Zelenka,,,,,,1,1,1,,
Gustavus Adolphus,Sophia Nelson,,,,,,1,1,,,
Gustavus Adolphus,Lauren Smith,,,,,,1,1,,,
Gustavus Adolphus,Ashley Goeltl,,,,,,1,,1,1,
Gustavus Adolphus,Katy Cash,,,,,,,1,1,1,1
Gustavus Adolphus,Caylee Greeder,,,,,,,1,1,1,1
Gustavus Adolphus,Kendra Smaby,,,,,,,1,1,1,1
Gustavus Adolphus,Abby Willis,,,,,,,1,1,1,1
Gustavus Adolphus,Shae Anderson,,,,,,,1,,,
Gustavus Adolphus,Lindsay Bangs,,,,,,,,1,1,1
Gustavus Adolphus,Ella Binfet,,,,,,,,1,1,1
Gustavus Adolphus,Izzy Breitkreutz,,,,,,,,1,1,1
Gustavus Adolphus,Lili Guy,,,,,,,,1,1,1
Gustavus Adolphus,Lily Horsch,,,,,,,,1,1,1
Gustavus Adolphus,Olivia Jahnke,,,,,,,,1,1,1
Gustavus Adolphus,Marley Michaud,,,,,,,,1,1,1
Gustavus Adolphus,Addison Dack,,,,,,,,,1,1
Gustavus Adolphus,Maddox Lee,,,,,,,,,1,1
Gustavus Adolphus,Ella Nash,,,,,,,,,1,1
Gustavus Adolphus,Sophie Schmitz (Gustavus Adolphus),,,,,,,,,1,1
Gustavus Adolphus,Kimika Ishikawa-Temple,,,,,,,,,1,
Gustavus Adolphus,Alaina Syverson,,,,,,,,,1,
Hamline,Morgan Bradford,1,1,1,1,,,,,,
Hamline,Courtney Morrison,1,1,1,1,,,,,,
Hamline,Sydney Tribbett,1,1,1,1,,,,,,
Hamline,Alexa Vorderbruggen,1,1,1,1,,,,,,
Hamline,Madison Couves,1,1,1,,,,,,,
Hamline,Madeline Lind,1,1,1,,,,,,,
Hamline,Madeleine Sendek,1,1,1,,,,,,,
Hamline,Briana Bridgeford,1,1,,,,,,,,
Hamline,Sela Fadness,1,1,,,,,,,,
Hamline,Mickaela O'Malley,1,1,,,,,,,,
Hamline,Alyssa Huch,1,,1,1,,,,,,
Hamline,Olivia Kressler,1,,1,,,,,,,
Hamline,Erika Briscoe,1,,,,,,,,,
Hamline,Brei Butts,1,,,,,,,,,
Hamline,Jacklyn Clement,1,,,,,,,,,
Hamline,Sarah Dyer,1,,,,,,,,,
Hamline,Emille Giefer,1,,,,,,,,,
Hamline,Tasha Golding,1,,,,,,,,,
Hamline,Josephine Kent,1,,,,,,,,,
Hamline,Alexis Nault,1,,,,,,,,,
Hamline,Rosie Giese,,1,1,1,1,,,,,
Hamline,Kelsey Ranneklev,,1,1,1,1,,,,,
Hamline,Darby Slater,,1,1,1,1,,,,,
Hamline,Meghan Webb,,1,1,1,1,,,,,
Hamline,Julia Williams,,1,1,1,1,,,,,
Hamline,Danielle Dudley,,1,1,1,,,,,,
Hamline,Cate Reynolds,,1,1,,,,,,,
Hamline,Lauren Faust,,1,,1,1,,,,,
Hamline,Andrea Gross,,1,,,,,,,,
Hamline,Caitlin Cooper,,,1,1,1,1,,,,
Hamline,Lydia Ingram,,,1,1,1,1,,,,
Hamline,Mary Kelly,,,,1,,1,1,,,
Hamline,Jada Czysz-DeBoer,,,,1,,,,,,
Hamline,Nikki Johnsen,,,,,1,1,1,1,,
Hamline,Katie Kalland,,,,,1,1,1,1,,
Hamline,Carolina Schlawiedt,,,,,1,1,1,1,,
Hamline,Katie Viles,,,,,1,1,1,1,,
Hamline,Emma Patterson,,,,,1,1,1,,,
Hamline,Bailee Davis,,,,,,1,1,1,1,
Hamline,Danielle Jaworski,,,,,,1,1,1,1,
Hamline,Madison Lieurance,,,,,,1,1,1,1,
Hamline,Elizabeth Schauer,,,,,,1,1,1,1,
Hamline,Madeline Sowinski,,,,,,1,1,1,,
Hamline,Tisana Lowe,,,,,,1,1,,,
Hamline,Emily Anderson (Hamline),,,,,,,1,1,1,
Hamline,Nadia Abid,,,,,,,1,1,,
Hamline,Savannah Tafolla,,,,,,,1,1,,
Hamline,Julia Cheely,,,,,,,,1,1,1
Hamline,Lily Ramsdell,,,,,,,,1,1,1
Hamline,Brianna Weikel,,,,,,,,1,1,1
Hamline,Meighan White,,,,,,,,1,1,1
Hamline,Madison Latzke,,,,,,,,1,,
Hamline,Shea Campbell,,,,,,,,,1,1
Hamline,Laurel Raymond,,,,,,,,,1,1
Hamline,Sydney Stoenner,,,,,,,,,1,1
Hamline,Catelyn Zack,,,,,,,,,1,1
Hamline,Julia Hintermeister,,,,,,,,,1,
Hamline,Anna Beaudry,,,,,,,,,,1
Hamline,Lizzie Green,,,,,,,,,,1
Hamline,Riley Hintz,,,,,,,,,,1
Hamline,Anna Johnson,,,,,,,,,,1
Hamline,Britney Krumrei,,,,,,,,,,1
Hamline,Hannah Lemon,,,,,,,,,,1
Hamline,Kaitlyn Morgan,,,,,,,,,,1
Hamline,Caledonia Norton,,,,,,,,,,1
Hamline,Cailey Price,,,,,,,,,,1
Hamline,Brooke Reardon,,,,,,,,,,1
Hamline,Annelise Smaby,,,,,,,,,,1
Hamline,Angelina Smiley,,,,,,,,,,1
Illinois,Jordyn Givens,1,1,1,1,,,,,,
Illinois,Sarah Lyons,1,1,1,1,,,,,,
Illinois,Erin Buchanan,1,1,1,,,,,,,
Illinois,Mary Jane Horth,1,1,1,,,,,,,
Illinois,Heather Foley,1,1,,,,,,,,
Illinois,Sunny Kato,1,1,,,,,,,,
Illinois,Giana O'Connor,1,1,,,,,,,,
Illinois,Kelsi Eberly,1,,,,,,,,,
Illinois,Suren Kanchanavaleerat,1,,,,,,,,,
Illinois,Jordan Naleway,1,,,,,,,,,
Illinois,Rachael Donovan,,1,1,1,1,,,,,
Illinois,Haylee Roe,,1,1,1,1,,,,,
Illinois,Bridget Hodan,,1,1,1,,,,,,
Illinois,Rebecca Cuppy,,1,1,,,,,,,
Illinois,Lizzy Leduc,,1,1,,,,,,,
Illinois,Brielle Nguyen,,1,1,,,,,,,
Illinois,Julia Hutcherson,,1,,1,,,,,,
Illinois,Karen Howell,,,1,1,1,1,,,,
Illinois,Rae Balthazor,,,1,1,1,,,,,
Illinois,Lindsay Dwyer,,,1,1,1,,,,,
Illinois,Nicole Biondi,,,,1,1,1,1,,,
Illinois,Kylie Noonan,,,,1,1,1,1,,,
Illinois,Kasey Meeks,,,,1,1,1,,,,
Illinois,Jaylen Spence,,,,1,,1,,,,
Illinois,Rachel Borden,,,,,1,1,1,1,1,
Illinois,Shaylah Scott,,,,,1,1,1,,,
Illinois,Morgan Bixler,,,,,1,1,,,,
Illinois,Brittany Jones,,,,,1,1,,,,
Illinois,Tessa Phillips,,,,,1,,1,,,
Illinois,Mary Jane Otto,,,,,1,,,,,
Illinois,Mia Takekawa,,,,,,1,1,1,1,1
Illinois,Mia Townes,,,,,,1,1,1,1,1
Illinois,Olivia O'Donnell,,,,,,1,1,1,1,
Illinois,Arayah Simons,,,,,,1,1,1,1,
Illinois,Julia Waight,,,,,,1,1,1,1,
Illinois,Lexi Powe,,,,,,1,1,1,,
Illinois,Kaitlyn Ewald,,,,,,,1,1,1,1
Illinois,Amelia Knight,,,,,,,1,1,1,1
Illinois,Abby Mueller,,,,,,,1,1,1,1
Illinois,Mallory Mizuki,,,,,,,1,1,1,
Illinois,Ruthuja Nataraj,,,,,,,,1,1,1
Illinois,Allie Morgan,,,,,,,,1,,1
Illinois,Olivia Bowsman,,,,,,,,1,,
Illinois,McKenzie Eddy,,,,,,,,1,,
Illinois,Ashley Resch,,,,,,,,1,,
Illinois,Alea Byrne,,,,,,,,,1,1
Illinois,Kadyn Fitzgibbon,,,,,,,,,1,1
Illinois,Arielle Ward,,,,,,,,,1,1
Illinois,Makayla Green,,,,,,,,,1,
Illinois,Tali Joelson,,,,,,,,,1,
Illinois,Olivia Coppola,,,,,,,,,,1
Illinois,Destiny Denning,,,,,,,,,,1
Illinois,Lyden Saltness,,,,,,,,,,1
Illinois,Maddie Viltolo,,,,,,,,,,1
Illinois State,Megan Knoernschild,1,1,1,1,,,,,,
Illinois State,Kristyn Bossle,1,1,1,,,,,,,
Illinois State,Demi Pas,1,1,1,,,,,,,
Illinois State,Samantha Ward,1,1,1,,,,,,,
Illinois State,Kylie Meyer,1,1,,1,1,,,,,
Illinois State,Danci Cha,1,1,,,,,,,,
Illinois State,Sarah Fisher,1,1,,,,,,,,
Illinois State,Laura Jonas,1,1,,,,,,,,
Illinois State,Amanda Mohler,1,1,,,,,,,,
Illinois State,Narah Priest,1,1,,,,,,,,
Illinois State,Sami King,1,,,,,,,,,
Illinois State,Kristen Lieberman,1,,,,,,,,,
Illinois State,Heather Pena,1,,,,,,,,,
Illinois State,Meredith LaRoche,,1,1,1,1,,,,,
Illinois State,Katherine Locher,,1,1,1,,,,,,
Illinois State,Sarah Pollman,,1,1,,,,,,,
Illinois State,Brianna Barrett,,1,,1,1,,,,,
Illinois State,Alyssa Bossle,,1,,,,,,,,
Illinois State,Gabrielle Cooke,,,1,1,1,1,,,,
Illinois State,Anna Marema,,,1,1,1,1,,,,
Illinois State,Madison Solka,,,1,1,1,1,,,,
Illinois State,Alyssa Wiggle,,,1,1,1,1,,,,
Illinois State,Marie Priest,,,1,1,,,,,,
Illinois State,Savannah Remkus,,,,1,1,1,1,,,
Illinois State,Cameron Topp,,,,1,1,1,1,,,
Illinois State,Mary Kate Bihary,,,,1,1,,,,,
Illinois State,Katey Digiacomo,,,,1,,,,,,
Illinois State,Marissa Piper,,,,1,,,,,,
Illinois State,Jessica Rothman,,,,1,,,,,,
Illinois State,Charlise Doctor,,,,,1,1,1,1,,
Illinois State,Sofia Iribarren,,,,,1,1,1,1,,
Illinois State,Mia Quigg,,,,,1,1,1,1,,
Illinois State,Angelica Labat,,,,,,1,1,1,1,1
Illinois State,Christin Bandy,,,,,,1,1,,,
Illinois State,Triniti Barron,,,,,,1,1,,,
Illinois State,Katherin McGowan,,,,,,1,,,,
Illinois State,J'Chelle Heard,,,,,,,1,1,1,1
Illinois State,Madison Kipp,,,,,,,1,1,1,1
Illinois State,Isabella Decroo,,,,,,,1,1,1,
Illinois State,Isabelle Fox,,,,,,,1,1,,
Illinois State,Jazmine Neely,,,,,,,1,,,
Illinois State,Kaylee Sugimoto,,,,,,,1,,,
Illinois State,Kaitlyn Donovan,,,,,,,,1,1,1
Illinois State,Alana Laster,,,,,,,,1,1,1
Illinois State,Jaye Mack,,,,,,,,1,1,1
Illinois State,Mya Robinson,,,,,,,,1,1,1
Illinois State,Nirel Bart-Williams,,,,,,,,,1,1
Illinois State,Leah Davis,,,,,,,,,1,1
Illinois State,Carly Hawksworth,,,,,,,,,1,1
Illinois State,Julia Heiner,,,,,,,,,1,1
Illinois State,Mia Oh,,,,,,,,,1,1
Illinois State,Sara Wabi,,,,,,,,,1,1
Illinois State,Joy Ziegenfelder,,,,,,,,,1,1
Illinois State,Mackenzie Flutman,,,,,,,,,1,
Illinois State,Reese Grolla,,,,,,,,,,1
Illinois State,Alexis Hope,,,,,,,,,,1
Illinois State,Ally Lau,,,,,,,,,,1
Iowa,Nikki Youd,1,1,1,1,,,,,,
Iowa,Melissa Zurawski,1,1,1,1,,,,,,
Iowa,Mollie Drenth,1,1,1,,,,,,,
Iowa,Angel Metcalf,1,1,1,,,,,,,
Iowa,Lexi Mura,1,1,1,,,,,,,
Iowa,Ashleigh Edlin,1,1,,,,,,,,
Iowa,Ashley Fischer,1,1,,,,,,,,
Iowa,Alie Glover,1,1,,,,,,,,
Iowa,Johanny Sotillo,1,1,,,,,,,,
Iowa,Sydney Hoerr,1,,,,,,,,,
Iowa,Maryah Huntley,1,,,,,,,,,
Iowa,Caroline McCrady,1,,,,,,,,,
Iowa,Caitlin Tanzer,1,,,,,,,,,
Iowa,Misty-Jade Carlson,,1,1,1,1,,,,,
Iowa,Nicole Chow,,1,1,1,1,,,,,
Iowa,Maria Ortiz,,1,1,1,,,,,,
Iowa,Rose Piorkowski,,1,1,1,,,,,,
Iowa,Lanie Snyder,,1,1,1,,,,,,
Iowa,Savannah Borman,,1,1,,,,,,,
Iowa,Clair Kaji,,,1,1,1,1,1,1,,
Iowa,Charlotte Sullivan,,,1,1,1,,,,,
Iowa,Erin Castle,,,,1,1,1,1,,,
Iowa,Madison Kampschroeder,,,,1,1,1,,,,
Iowa,Emma Hartzler,,,,1,1,,1,,,
Iowa,Sydney Hogan,,,,1,1,,,,,
Iowa,Breanna Fitzke,,,,1,,,,,,
Iowa,Annie Kustoff,,,,1,,,,,,
Iowa,Gina Leal,,,,1,,,,,,
Iowa,Allie Gilchrist,,,,,1,1,1,1,,
Iowa,Alexandra Greenwald,,,,,1,1,1,1,,
Iowa,Lauren Guerin,,,,,1,1,1,1,,
Iowa,Bridget Killian,,,,,1,1,1,1,,
Iowa,Carina Tolan,,,,,1,1,1,1,,
Iowa,Mackenzie Vance,,,,,1,1,1,1,,
Iowa,Jax Kranitz,,,,,1,,,,,
Iowa,Ellie Rogers,,,,,,1,1,1,,
Iowa,Allyson Steffensmeier,,,,,,1,1,1,,
Iowa,Ariana Agrapides,,,,,,1,,,,
Iowa,Daniela Castillo,,,,,,1,,,,
Iowa,Madelyn Solomon,,,,,,1,,,,
Iowa,Adeline Kenlin,,,,,,,1,1,1,1
Iowa,Kendal Laplante,,,,,,,1,1,1,1
Iowa,Aubrey Nick,,,,,,,1,1,1,1
Iowa,Jerquavia Henderson,,,,,,,1,1,1,
Iowa,Alexa Ebeling,,,,,,,,1,1,1
Iowa,Marissa Rojas,,,,,,,,1,1,1
Iowa,Kareena McSweeny,,,,,,,,1,1,
Iowa,Linda Zivat,,,,,,,,1,1,
Iowa,Allison Zuhlke,,,,,,,,1,1,
Iowa,Ella Castellanos,,,,,,,,,1,1
Iowa,Hanna Castillo,,,,,,,,,1,1
Iowa,Avery Chambers,,,,,,,,,1,1
Iowa,Emily Erb,,,,,,,,,1,1
