black,team,gymnast,roster2015,roster2016,roster2017,roster2018,roster2019,roster2020,roster2021,roster2022,roster2023
0,UW-La Crosse,Jordan Halcom,,,,,,,,,1
0,UW-La Crosse,Hannah Hautala,,,,,,,,,1
0,UW-La Crosse,Caelen Lansing,,,,,,,,,1
0,UW-La Crosse,Hunter Matulka,,,,,,,,,1
0,UW-La Crosse,Lily Millington,,,,,,,,,1
0,UW-La Crosse,Abby Mitchell,,,,,,,,,1
0,UW-La Crosse,Sarah Pastore,,,,,,,,,1
0,UW-Oshkosh,Amanda McBrayer,1,1,1,1,,,,,
0,UW-Oshkosh,Kasandra Stamopoulos,1,1,1,1,,,,,
1,UW-Oshkosh,Danielle Turner,1,1,1,,,,,,
0,UW-Oshkosh,Barbara Bass,1,1,,,,,,,
0,UW-Oshkosh,Nicole DeRoode,1,1,,,,,,,
0,UW-Oshkosh,Kimberly Robertson,1,1,,,,,,,
0,UW-Oshkosh,Emily Ryan,1,1,,,,,,,
1,UW-Oshkosh,Krystal Walker,1,1,,,,,,,
0,UW-Oshkosh,Leane Blais,1,,,,,,,,
0,UW-Oshkosh,Tabitha Dorshorst,1,,,,,,,,
0,UW-Oshkosh,Taylor Ennocenti,1,,,,,,,,
0,UW-Oshkosh,Courtney Howard,1,,,,,,,,
0,UW-Oshkosh,Elizabeth Kiel,1,,,,,,,,
0,UW-Oshkosh,Valene Knutson,1,,,,,,,,
0,UW-Oshkosh,Alyssa Noel,1,,,,,,,,
0,UW-Oshkosh,Bailey Finin,,1,1,1,1,,,,
0,UW-Oshkosh,Bailee Hardy,,1,1,1,1,,,,
0,UW-Oshkosh,Madison Reiter,,1,1,1,1,,,,
0,UW-Oshkosh,Dana LoCascio,,1,1,1,,,,,
0,UW-Oshkosh,Alexa Swenn,,1,1,,,,,,
0,UW-Oshkosh,Kylie Fischer,,1,,,,,,,
0,UW-Oshkosh,Katelyn Murphy,,1,,,,,,,
0,UW-Oshkosh,Jessica Bernardo,,,1,1,1,1,,,
0,UW-Oshkosh,Marisa Scholtens,,,1,1,1,1,,,
0,UW-Oshkosh,Baylee Tkaczuk,,,1,1,1,1,,,
0,UW-Oshkosh,Krysten Zytniowski,,,1,1,,,,,
1,UW-Oshkosh,Karen King,,,1,,,,,,
0,UW-Oshkosh,Kailee Willhalm,,,1,,,,,,
1,UW-Oshkosh,Amira Ali,,,,1,1,1,,,
1,UW-Oshkosh,Naya Haynes,,,,1,1,,,,
0,UW-Oshkosh,Paige Mayhew,,,,1,,1,1,,
0,UW-Oshkosh,Lexi Evans,,,,1,,,,,
0,UW-Oshkosh,Mya Ramadan,,,,1,,,,,
0,UW-Oshkosh,Rahdea Jarvis,,,,,1,1,1,1,1
0,UW-Oshkosh,Emily Gilot,,,,,1,1,1,1,
0,UW-Oshkosh,Kaira Hammond,,,,,1,1,1,1,
0,UW-Oshkosh,Olivia Keller,,,,,1,1,1,1,
0,UW-Oshkosh,Rachel Morris,,,,,1,1,1,,
0,UW-Oshkosh,Haley Minor,,,,,1,1,,1,
0,UW-Oshkosh,Alyssa Nore,,,,,1,1,,1,
1,UW-Oshkosh,Trinity Sawyer,,,,,,1,1,1,1
0,UW-Oshkosh,Haley Volstad,,,,,,1,1,1,1
1,UW-Oshkosh,Kennedy Springer,,,,,,1,,1,1
0,UW-Oshkosh,Kaylie Berens,,,,,,,1,1,1
0,UW-Oshkosh,Emily Buffington,,,,,,,1,1,1
0,UW-Oshkosh,Audrey Koester,,,,,,,1,1,
0,UW-Oshkosh,Adana Amor,,,,,,,1,,1
0,UW-Oshkosh,Leia Randall,,,,,,,1,,
0,UW-Oshkosh,Mackenzy Walvatne,,,,,,,1,,
0,UW-Oshkosh,Delaney Cienkus,,,,,,,,1,1
0,UW-Oshkosh,Mia Lucero,,,,,,,,1,1
0,UW-Oshkosh,Meaghan O'Connor,,,,,,,,1,1
0,UW-Oshkosh,Liz Romano,,,,,,,,1,1
1,UW-Oshkosh,Daejah Rose,,,,,,,,1,1
0,UW-Oshkosh,Ella Wilson,,,,,,,,1,1
0,UW-Oshkosh,Samantha Zeilinger,,,,,,,,1,1
0,UW-Oshkosh,Anna Zoromski,,,,,,,,1,1
0,UW-Oshkosh,Maddie Bellmore,,,,,,,,,1
0,UW-Oshkosh,Lydia Hayden,,,,,,,,,1
1,UW-Oshkosh,Reanna McGibboney,,,,,,,,,1
0,UW-Oshkosh,Aleah Radojevich,,,,,,,,,1
0,UW-Stout,Kenzie Hyde,1,1,1,1,,,,,
0,UW-Stout,Kelly Huseman,1,1,1,,,,,,
0,UW-Stout,Kaylee Jondahl,1,1,1,,,,,,
1,UW-Stout,Kasondra Tulloch,1,1,1,,,,,,
0,UW-Stout,Callie Counts,1,1,,,,,,,
0,UW-Stout,Sara Perez,1,1,,,,,,,
0,UW-Stout,Randi Schorzman,1,1,,,,,,,
0,UW-Stout,Stephanie Shields,1,1,,,,,,,
1,UW-Stout,Jordana Brady,1,,,,,,,,
1,UW-Stout,Kourtland Thompson,1,,,,,,,,
0,UW-Stout,Tara Zimmerman,1,,,,,,,,
0,UW-Stout,Chelsea Gray,,1,1,1,1,,,,
0,UW-Stout,Cassie Evans,,1,1,,,,,,
0,UW-Stout,Devan Green,,1,,,,,,,
0,UW-Stout,Gina Guarnieri,,1,,,,,,,
0,UW-Stout,Rachel Hasting,,1,,,,,,,
0,UW-Stout,Brittani Lehmen,,1,,,,,,,
0,UW-Stout,Kate Voracek,,1,,,,,,,
0,UW-Stout,Mikala Bugge,,,1,1,1,1,,1,
0,UW-Stout,Mallary Dick,,,1,1,1,1,,,
0,UW-Stout,Belle Ihde,,,1,1,1,1,,,
0,UW-Stout,Brooke Terry,,,1,1,1,1,,,
0,UW-Stout,Sierra Beaver,,,1,1,1,,,,
0,UW-Stout,MacKenzie Nicholson,,,1,1,,,,,
0,UW-Stout,Emma Byrd,,,1,,,,,,
1,UW-Stout,Shadae Boone,,,,1,1,1,1,,
0,UW-Stout,Maddie Mullenbach,,,,1,1,1,1,,
0,UW-Stout,Sierra Coonts,,,,1,1,1,,,
0,UW-Stout,Emma Sirjord,,,,1,1,,,,
0,UW-Stout,Saga Svantesson,,,,1,,1,,,
0,UW-Stout,Cassie Ehmann,,,,1,,,,,
1,UW-Stout,Shaquilla Payne,,,,1,,,,,
0,UW-Stout,Madison Latzke,,,,,1,1,1,,
0,UW-Stout,Olivia Rosenow,,,,,1,1,1,,
0,UW-Stout,Britney Wolfe,,,,,1,1,,,
0,UW-Stout,Carlie Beatty,,,,,,1,1,1,1
0,UW-Stout,Kailyn Westbrook,,,,,,1,1,,
0,UW-Stout,Chloe Beatty,,,,,,1,,,
0,UW-Stout,Charli Sizemore,,,,,,1,,,
0,UW-Stout,Kiara Brown,,,,,,,1,1,1
0,UW-Stout,Genevieve Czaplewski,,,,,,,1,1,1
0,UW-Stout,Jensen Dejong,,,,,,,1,1,1
0,UW-Stout,Jenna Jones,,,,,,,1,1,
0,UW-Stout,Bridgette Allen,,,,,,,1,,
0,UW-Stout,Jackie Bertrand,,,,,,,1,,
0,UW-Stout,Kiara Bruening,,,,,,,1,,
0,UW-Stout,Emma Brittingham,,,,,,,,1,1
0,UW-Stout,Gillian Cummins,,,,,,,,1,1
0,UW-Stout,Effie Ferguson,,,,,,,,1,1
0,UW-Stout,Isabela Krulich,,,,,,,,1,1
0,UW-Stout,Alia Wilson,,,,,,,,1,1
0,UW-Stout,Gabrielle Winstead,,,,,,,,1,1
0,UW-Stout,Abi Rose,,,,,,,,1,
0,UW-Stout,Heidi Benningfield,,,,,,,,,1
0,UW-Stout,Ashtyn Gagner,,,,,,,,,1
0,UW-Stout,Teagan Green,,,,,,,,,1
0,UW-Stout,Camille Lindley,,,,,,,,,1
0,UW-Stout,Sarah Lutz,,,,,,,,,1
0,UW-Stout,Anna Mielke,,,,,,,,,1
0,UW-Stout,Jessica Qualich,,,,,,,,,1
1,UW-Whitewater,Lewa Evans,1,1,1,1,1,,,,
0,UW-Whitewater,Kate Mierow,1,1,1,1,,,,,
0,UW-Whitewater,Chloe Rehberg,1,1,1,1,,,,,
0,UW-Whitewater,Christina Slack,1,1,1,1,,,,,
0,UW-Whitewater,Katie Fiorilli,1,1,1,,,,,,
0,UW-Whitewater,Courtney Pickett,1,1,1,,,,,,
0,UW-Whitewater,Steffi Heuer,1,1,,,,,,,
0,UW-Whitewater,Hannah Lee,1,1,,,,,,,
0,UW-Whitewater,Megan Love,1,1,,,,,,,
0,UW-Whitewater,Kristin Shackleton,1,1,,,,,,,
0,UW-Whitewater,Stephanie Cross,1,,,,,,,,
0,UW-Whitewater,Ginny Ebker,1,,,,,,,,
0,UW-Whitewater,Grayson Esslinger,1,,,,,,,,
0,UW-Whitewater,Caroline Holverson,1,,,,,,,,
0,UW-Whitewater,Cici Talcott,1,,,,,,,,
0,UW-Whitewater,Alexis Williams,1,,,,,,,,
0,UW-Whitewater,Bailey Fitzpatrick,,1,1,1,1,,,,
0,UW-Whitewater,Franchesca Hutton,,1,1,1,1,,,,
0,UW-Whitewater,Lisa O'Donnell,,1,1,1,,,,,
0,UW-Whitewater,Sarah Rhodes,,1,1,1,,,,,
0,UW-Whitewater,McKenzie Foster,,1,1,,,,,,
1,UW-Whitewater,Mackenzie Smith,,1,1,,,,,,
0,UW-Whitewater,Kelsea Fischer,,1,,,,,,,
1,UW-Whitewater,Destiny Patrick,,1,,,,,,,
0,UW-Whitewater,Amanda Quinn,,1,,,,,,,
0,UW-Whitewater,Acacia Fossum,,,1,1,1,1,,,
0,UW-Whitewater,Lauren Marshall,,,1,1,1,1,,,
0,UW-Whitewater,Katlyn Turek,,,1,,,,,,
0,UW-Whitewater,Blaise Wilson,,,,1,1,1,1,,
0,UW-Whitewater,Jessi Rondeau,,,,1,1,1,,,
0,UW-Whitewater,Erika Briscoe,,,,1,1,,,,
0,UW-Whitewater,Abby Helmke,,,,1,1,,,,
0,UW-Whitewater,Emily North,,,,,1,1,1,1,
0,UW-Whitewater,Vanessa Olinger,,,,,1,1,1,,
0,UW-Whitewater,Rachel Lewellen,,,,,1,1,,1,
0,UW-Whitewater,Kaylie Collins,,,,,1,,,,
0,UW-Whitewater,Brooke Lutz,,,,,1,,,,
0,UW-Whitewater,Abigail Missiaen,,,,,1,,,,
0,UW-Whitewater,Ashleigh Turek,,,,,1,,,,
0,UW-Whitewater,Meg McGinley,,,,,,1,1,1,1
0,UW-Whitewater,Faith Mylin,,,,,,1,1,1,1
0,UW-Whitewater,Taiya Stelmachowski,,,,,,1,1,1,1
0,UW-Whitewater,Morgan McEntire,,,,,,1,1,1,
0,UW-Whitewater,Karina Sabol,,,,,,1,1,,
0,UW-Whitewater,Alex Lacey,,,,,,1,,,
0,UW-Whitewater,Estee Flom,,,,,,,1,1,1
0,UW-Whitewater,Kelsey Kollhoff,,,,,,,1,1,1
0,UW-Whitewater,Lauren Goble,,,,,,,1,1,
0,UW-Whitewater,Abigail Hair,,,,,,,1,,
0,UW-Whitewater,Abby Kappler,,,,,,,1,,
0,UW-Whitewater,Maycee Smith,,,,,,,1,,
0,UW-Whitewater,Alayna Fern,,,,,,,,1,1
0,UW-Whitewater,Sarah Knetzke,,,,,,,,1,1
0,UW-Whitewater,Richella Velarmino,,,,,,,,1,1
0,UW-Whitewater,Kara Welsh,,,,,,,,1,1
0,UW-Whitewater,Mia Falcone,,,,,,,,1,
0,UW-Whitewater,Brianna Balian,,,,,,,,,1
0,UW-Whitewater,Shannan Chase,,,,,,,,,1
0,UW-Whitewater,Elaine Copeland,,,,,,,,,1
0,UW-Whitewater,Danielle Dudziak,,,,,,,,,1
0,UW-Whitewater,Tegan Haberstock,,,,,,,,,1
0,UW-Whitewater,Gaby Hinkle,,,,,,,,,1
0,UW-Whitewater,Carleigh Moore,,,,,,,,,1
0,UW-Whitewater,Gracie Talley,,,,,,,,,1
0,UW-Whitewater,Eliana Thompson,,,,,,,,,1
0,UW-Whitewater,Ashlyn Vlcko,,,,,,,,,1
0,Ursinus College,Kelly McLaughlin,1,1,1,1,,,,,
0,Ursinus College,Amanda Palladino,1,1,1,1,,,,,
0,Ursinus College,Alexandra Puryear,1,1,1,1,,,,,
0,Ursinus College,Kelsey Stewart,1,1,1,1,,,,,
0,Ursinus College,Jillian Casarella,1,1,1,,,,,,
0,Ursinus College,Lauren Chavis,1,1,1,,,,,,
0,Ursinus College,Vanessa Scalora,1,1,1,,,,,,
1,Ursinus College,Monique Brooks,1,1,,,,,,,
0,Ursinus College,Sydney Eckert,1,1,,,,,,,
0,Ursinus College,Kelsey Jewell,1,1,,,,,,,
0,Ursinus College,Katherine Norris,1,1,,,,,,,
0,Ursinus College,Kristina Steffenhagen,1,1,,,,,,,
0,Ursinus College,Heather Brubaker,1,,1,1,,,,,
0,Ursinus College,Kaelin Ruoss,1,,1,,,,,,
0,Ursinus College,Riley Acton,1,,,,,,,,
0,Ursinus College,Kristin Aichele,1,,,,,,,,
0,Ursinus College,Alyssa Hershmen,1,,,,,,,,
0,Ursinus College,Lindsay Rush,,1,1,1,1,,,,
0,Ursinus College,Jillian Falduto,,1,,,,,,,
0,Ursinus College,Breanna Couts,,,1,1,1,1,,,
0,Ursinus College,Skylar Haas,,,1,1,1,1,,,
0,Ursinus College,Eleanor LaFountain,,,1,1,1,1,,,
1,Ursinus College,Autumn Snape,,,1,1,1,1,,,
0,Ursinus College,Sabrina Tusavitz,,,1,1,1,1,,,
0,Ursinus College,Allyson Getty,,,1,,,,,,
1,Ursinus College,Courtney Pearson,,,1,,,,,,
0,Ursinus College,Abigail Schwerdt,,,,1,1,1,,1,
0,Ursinus College,Alex Lacey,,,,1,1,,,,
0,Ursinus College,Matisen O'Brien,,,,1,1,,,,
0,Ursinus College,Danielle Terrenzio,,,,1,1,,,,
0,Ursinus College,Olivia Byrne,,,,1,,,,,
0,Ursinus College,Taylor Cusick,,,,,1,1,,1,1
0,Ursinus College,Kaylin Knapsack,,,,,1,1,,1,
0,Ursinus College,Hailey DiCicco,,,,,1,1,,,
1,Ursinus College,Emma Gable,,,,,1,1,,,
0,Ursinus College,Gabrielle Pitt,,,,,1,,,1,
0,Ursinus College,Samantha Aguirre,,,,,1,,,,
0,Ursinus College,Emma Brown (Ursinus College),,,,,1,,,,
0,Ursinus College,Alyssa DeLorme,,,,,,1,,1,1
0,Ursinus College,Alex Panetta,,,,,,1,,1,1
0,Ursinus College,Kasey Ricci,,,,,,1,,1,1
0,Ursinus College,Lindsey Thornton,,,,,,1,,1,1
0,Ursinus College,Shruthi Anand,,,,,,1,,,
0,Ursinus College,Ashley Cromer,,,,,,,,1,1
0,Ursinus College,Daria Gregory,,,,,,,,1,1
0,Ursinus College,Megan Matteucci,,,,,,,,1,1
0,Ursinus College,Kyleigh Pierce,,,,,,,,1,1
0,Ursinus College,Isabella Scarpetti,,,,,,,,1,1
0,Ursinus College,Adison Tanguay,,,,,,,,1,1
0,Ursinus College,Carly Troilo,,,,,,,,1,1
0,Ursinus College,Madison Zimmerman,,,,,,,,1,
0,Ursinus College,Brianna Duffy,,,,,,,,,1
0,Ursinus College,Mayleigh Rickey,,,,,,,,,1
0,Ursinus College,Sidney Schreiber,,,,,,,,,1
0,Ursinus College,Erin Stubbs,,,,,,,,,1
0,Utah,Kari Lee,1,1,1,1,1,,,,
0,Utah,Tiffani Lewis,1,1,1,1,,,,,
0,Utah,Maddy Stover,1,1,1,1,,,,,
0,Utah,Baely Rowe,1,1,1,,,,,,
0,Utah,Kailah Delaney,1,1,,,,,,,
0,Utah,Breanna Hughes,1,1,,,,,,,
0,Utah,Kassandra Lopez,1,1,,,,,,,
0,Utah,Samantha Partyka,1,1,,,,,,,
0,Utah,Georgia Dabritz,1,,,,,,,,
0,Utah,Corrie Lothrop,1,,,,,,,,
0,Utah,Becky Tutka,1,,,,,,,,
0,Utah,Tory Wilson,1,,,,,,,,
0,Utah,MaKenna Merrell-Giles,,1,1,1,1,,,,
0,Utah,Erika Muhaw,,1,1,,,,,,
0,Utah,Sabrina Schwab,,1,1,,,,,,
0,Utah,Missy Reinstadtler,,,1,1,1,1,,,
0,Utah,Kim Tessen,,,1,1,1,1,,,
0,Utah,Shannon McNatt,,,1,1,1,,,,
0,Utah,Macey Roberts,,,1,1,1,,,,
0,Utah,MyKayla Skinner,,,1,1,1,,,,
0,Utah,Alexia Burch,,,,1,1,1,1,1,
0,Utah,Sydney Soloski,,,,1,1,1,1,1,
0,Utah,Lauren Wong (Utah),,,,1,,,,,
0,Utah,Cristal Isa,,,,,1,1,1,1,1
0,Utah,Adrienne Randall,,,,,1,1,1,1,
0,Utah,Hunter Dula,,,,,1,1,,,
0,Utah,Maile O'Keefe,,,,,,1,1,1,1
0,Utah,Abby Paulson,,,,,,1,1,1,1
1,Utah,Cammy Hall,,,,,,1,1,1,
0,Utah,Emilie LeBlanc,,,,,,1,1,,
0,Utah,Jillian Hoffman,,,,,,1,,1,1
0,Utah,Jaylene Gilstrap,,,,,,,1,1,1
1,Utah,Jaedyn Rucker,,,,,,,1,1,1
0,Utah,Lucy Stanhope,,,,,,,1,1,1
0,Utah,Alani Sabado,,,,,,,1,1,
0,Utah,Kara Eaker,,,,,,,,1,1
0,Utah,Grace McCallum,,,,,,,,1,1
0,Utah,Amelie Morgan,,,,,,,,1,1
0,Utah,Sage Thompson,,,,,,,,1,1
0,Utah,Abby Brenner,,,,,,,,,1
0,Utah,Makenna Smith,,,,,,,,,1
0,Utah State,Keri Peel,1,1,1,1,,,,,
0,Utah State,Bailey McIntire,1,1,1,,,,,,
0,Utah State,Melanie Oster,1,1,1,,,,,,
0,Utah State,Hayley Sanzotti,1,1,1,,,,,,
0,Utah State,Charly Belliston,1,1,,,,,,,
0,Utah State,Jillian Chappel,1,1,,,,,,,
0,Utah State,JoAnna Cuba,1,1,,,,,,,
0,Utah State,Destiny Ezell,1,1,,,,,,,
0,Utah State,McKinzey Martinez,1,1,,,,,,,
0,Utah State,Michelle Yasukochi,1,1,,,,,,,
0,Utah State,Breyanna Aufiero,1,,,,,,,,
0,Utah State,Kaitlyn Betts,1,,,,,,,,
0,Utah State,Makayla Betz,1,,,,,,,,
0,Utah State,Miranda Kerr,1,,,,,,,,
0,Utah State,Sarah Landes,1,,,,,,,,
0,Utah State,Susie Miller,1,,,,,,,,
1,Utah State,Cidney Robinson,1,,,,,,,,
0,Utah State,Emily Briones,,1,1,1,1,,,,
0,Utah State,Madison Ward,,1,1,1,1,,,,
0,Utah State,Katie Brown,,1,1,,,,,,
0,Utah State,Miranda Hone,,1,1,,,,,,
0,Utah State,Natalie Rainbolt,,1,,,,,,,
0,Utah State,Elle Golison,,,1,1,1,1,,,
1,Utah State,MaKayla Bullitt,,,1,1,1,,,,
0,Utah State,Brittany Jeppesen,,,1,1,,1,,,
1,Utah State,Jazmyn Estrella,,,1,1,,,,,
0,Utah State,Autumn DeHarde,,,,1,1,1,1,,
0,Utah State,Taylor Dittmar,,,,1,1,1,1,,
0,Utah State,Mikaela Meyer,,,,1,1,1,1,,
0,Utah State,Leighton Varnadore,,,,1,1,1,1,,
0,Utah State,Annie Beck,,,,1,1,1,,,
0,Utah State,Logan Varnadore,,,,1,1,,1,,
0,Utah State,Faith Leary,,,,1,1,,,,
0,Utah State,McKinley Pavicic,,,,1,,,,,
0,Utah State,Grace Rojas,,,,,1,1,1,1,1
0,Utah State,Caitlin Gray,,,,,1,,,,
0,Utah State,Maya Perez-Lugones,,,,,1,,,,
0,Utah State,Madi Tueller,,,,,1,,,,
0,Utah State,Lexi Aragon,,,,,,1,1,1,1
0,Utah State,Carley Bayles,,,,,,1,1,1,1
0,Utah State,Jessica Gutierrez,,,,,,1,1,1,1
0,Utah State,Ariel Toomey,,,,,,1,1,1,1
0,Utah State,Maia Fishwick,,,,,,1,1,1,
0,Utah State,Rebecca Wells,,,,,,1,1,1,
0,Utah State,Hadley Hamar,,,,,,1,1,,
0,Utah State,Sofi Sullivan,,,,,,1,,1,1
0,Utah State,Tori Loomis,,,,,,1,,,
0,Utah State,Brianna Brooks,,,,,,,1,1,1
1,Utah State,Angel Stuart,,,,,,,1,1,1
1,Utah State,Eve Jackson,,,,,,,1,1,
0,Utah State,Mikelle Ballard,,,,,,,1,,
1,Utah State,Amari Evans,,,,,,,,1,1
0,Utah State,Dani Kirstine,,,,,,,,1,1
0,Utah State,Molly Arnold,,,,,,,,1,
1,Utah State,Trinity Brown,,,,,,,,1,
1,Utah State,Brie Clark,,,,,,,,1,
0,Utah State,Kielyn McCright,,,,,,,,1,
0,Utah State,Avery Bibbey,,,,,,,,,1
0,Utah State,Jenna Eagles,,,,,,,,,1
0,Utah State,Payton Gatzlaff,,,,,,,,,1
0,Utah State,Alivia Ostendorf,,,,,,,,,1
0,Utah State,Marley Peterson,,,,,,,,,1
0,Utah State,Chelsea Southam,,,,,,,,,1
0,Washington,Hailey Burleson,1,1,1,1,,,,,
0,Washington,Joslyn Goings,1,1,1,1,,,,,
0,Washington,Zoey Schaefer,1,1,1,1,,,,,
0,Washington,Kaitlyn Duranczyk,1,1,1,,,,,,
0,Washington,Janae Janik,1,1,1,,,,,,
0,Washington,Alexandra Yacalis,1,1,1,,,,,,
0,Washington,Emily Liddle,1,1,,,,,,,
1,Washington,Faith Morrison,1,1,,,,,,,
0,Washington,Allison Northey,1,1,,,,,,,
0,Washington,Stephanie Stowe,1,1,,,,,,,
0,Washington,McKenzie Fechter,1,,,,,,,,
0,Washington,Jackie McCartin,1,,,,,,,,
0,Washington,Dori Overhus,1,,,,,,,,
0,Washington,Madison Podlucky,1,,,,,,,,
0,Washington,Malory Rose,,1,1,1,1,,,,
0,Washington,Jessica Nesis,,1,,,,,,,
0,Washington,Madison Copiak,,,1,1,1,1,,,
0,Washington,Kristyn Hoffa,,,1,1,1,1,,,
1,Washington,Michaela Nelson,,,1,1,1,1,,,
1,Washington,Maya Washington,,,1,1,1,1,,,
0,Washington,Monica Riley,,,1,1,1,,,,
0,Washington,Haley Roy,,,1,1,,,,,
1,Washington,Evanni Roberson,,,,1,1,1,,,
1,Washington,Amara Cunningham,,,,,1,1,1,1,1
0,Washington,Geneva Thompson,,,,,1,1,1,1,
1,Washington,Brenna Brooks,,,,,1,1,,1,1
0,Washington,Meaghan Ruttan,,,,,1,1,,,
0,Washington,Talia Brovedani,,,,,,1,1,,
0,Washington,Allie Smith,,,,,,1,1,,
0,Washington,Hannah Vandenkolk,,,,,,1,,,
0,Washington,Morgan Bowles,,,,,,,1,1,1
0,Washington,Skylar Killough-Wilhelm,,,,,,,1,1,1
0,Washington,Taylor Russon,,,,,,,1,1,1
0,Washington,Lauren Thomas,,,,,,,1,1,
0,Washington,Isa Weiss,,,,,,,1,1,
0,Washington,Gabi Wickman,,,,,,,1,1,
0,Washington,Cathy Eksteen,,,,,,,1,,
0,Washington,Katie McNamara,,,,,,,1,,
0,Washington,Kennedi Davis,,,,,,,,1,1
1,Washington,Deiah Moody,,,,,,,,1,1
0,Washington,Lana Navarro,,,,,,,,1,1
0,Washington,Ashley Blum,,,,,,,,1,
0,Washington,Emily Innes,,,,,,,,,1
0,Washington,Thu Nguyen,,,,,,,,,1
0,Washington,Olivia Oppegard,,,,,,,,,1
0,Washington,Hadley Roberts,,,,,,,,,1
0,Washington,Emma Schrady,,,,,,,,,1
0,Washington,Lilly Tubbs,,,,,,,,,1
0,West Chester,Rachel Blair,1,1,1,1,,,,,
0,West Chester,Madison Brent,1,1,1,1,,,,,
0,West Chester,Rose Wortman,1,1,1,1,,,,,
0,West Chester,Samantha Engle,1,1,1,,,,,,
0,West Chester,Selena Swanger,1,1,1,,,,,,
0,West Chester,Majesta Valentine,1,1,1,,,,,,
0,West Chester,Meghan Brannon,1,1,,,,,,,
0,West Chester,Emily Harrison,1,1,,,,,,,
0,West Chester,Alyssa Hult,1,1,,,,,,,
0,West Chester,Lindsay Knapp,1,1,,,,,,,
0,West Chester,Cecelia Lorenzen,1,1,,,,,,,
0,West Chester,Meghan Chan,1,,1,1,,,,,
0,West Chester,Patti Konschak,1,,,,,,,,
0,West Chester,Melissa Prisco,1,,,,,,,,
0,West Chester,Cassandra Ringer,1,,,,,,,,
0,West Chester,Katelyn Roland,1,,,,,,,,
0,West Chester,Casandra Hageman,,1,1,1,1,,,,
0,West Chester,Myranda Marshall,,1,1,1,1,,,,
1,West Chester,Lindsey Mathis,,1,1,1,1,,,,
0,West Chester,Emily Loughery,,1,1,1,,,,,
0,West Chester,Kristen Torres,,1,1,,,,,,
0,West Chester,Maia Curry,,1,,,,,,,
0,West Chester,Sarah Boyd,,,1,1,1,1,,,
0,West Chester,Jordan Miranda,,,1,1,1,1,,,
0,West Chester,Natalie Onderko,,,1,1,1,1,,,
0,West Chester,Isabella DOrazio,,,1,1,1,,,,
1,West Chester,Sydne Powers,,,1,,,1,,,
0,West Chester,Jessica Meakim,,,,1,1,1,,1,
0,West Chester,Yolanda Nodarse,,,,1,1,1,,,
0,West Chester,Paige Parsnik,,,,1,1,1,,,
0,West Chester,Melanie Wojewoda,,,,1,1,1,,,
0,West Chester,Rose Fanara,,,,,1,1,,1,1
0,West Chester,McKenna Kissinger,,,,,1,1,,1,1
0,West Chester,Annie Bailey,,,,,1,1,,1,
0,West Chester,Brashlyn Johnson,,,,,1,1,,1,
0,West Chester,Ashley Duke,,,,,1,1,,,
0,West Chester,Kelley Lubking,,,,,1,1,,,
0,West Chester,Sara Bell,,,,,1,,,1,
1,West Chester,Kiah Johnson,,,,,,1,,1,1
0,West Chester,Samantha Kelly,,,,,,1,,1,1
0,West Chester,Samantha Gill,,,,,,1,,,1
0,West Chester,Caitlyn Allen,,,,,,,,1,1
0,West Chester,Hyla Betts,,,,,,,,1,1
0,West Chester,Caroline Cascadden,,,,,,,,1,1
1,West Chester,Jordan Coleman,,,,,,,,1,1
0,West Chester,Kiley Fred,,,,,,,,1,1
0,West Chester,Natalie Marshall,,,,,,,,1,1
0,West Chester,Lily McFarland,,,,,,,,1,1
0,West Chester,Kristina Rodriguez,,,,,,,,1,1
0,West Chester,Bridget Sullivan,,,,,,,,1,1
0,West Chester,Madison Whitaker,,,,,,,,1,1
0,West Chester,Lauren Wicker,,,,,,,,1,1
0,West Chester,Korryn Wingertsahn,,,,,,,,1,1
0,West Chester,Shannon Carroll,,,,,,,,,1
0,West Chester,Sarah Eskew,,,,,,,,,1
0,West Chester,Anna Lacey,,,,,,,,,1
1,West Virginia,Robyn Bernard,1,1,1,1,,,,,
0,West Virginia,Jordan Gillette,1,1,1,1,,,,,
1,West Virginia,Zaakira Muhammad,1,1,1,1,,,,,
0,West Virginia,Alexa Goldberg,1,1,1,,,,,,
0,West Virginia,Amanda Bowman,1,1,,,,,,,
0,West Virginia,Melissa Idell,1,1,,,,,,,
1,West Virginia,Jaida Lawrence,1,1,,,,,,,
0,West Virginia,Audrey Tolbert,1,1,,,,,,,
0,West Virginia,Brooklyn Doggette,1,,1,,,,,,
0,West Virginia,Beth Deal,1,,,,,,,,
0,West Virginia,Dayah Haley,1,,,,,,,,
1,West Virginia,Brittney Harris,1,,,,,,,,
0,West Virginia,Emma Lasker,1,,,,,,,,
0,West Virginia,Lindsey Litten,1,,,,,,,,
0,West Virginia,Mackenzie Myers,1,,,,,,,,
0,West Virginia,Lia Salzano,1,,,,,,,,
0,West Virginia,Nicolette Swoboda,1,,,,,,,,
0,West Virginia,Carly Galpin,,1,1,1,1,,,,
0,West Virginia,Kirah Koshinski,,1,1,1,1,,,,
0,West Virginia,Jaquie Tun,,1,1,1,1,,,,
1,West Virginia,Tiara Wright,,1,1,,,,,,
0,West Virginia,Sarah Moore,,1,,,,,,,
0,West Virginia,Chloe Cluchey,,,1,1,1,1,,,
0,West Virginia,Abby Kaufman,,,1,1,1,1,,,
